"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TMEM225B",-0.638099316478961,6.66641510753882,-4.50644144227006,9.18271057161201e-06,0.000123204893222343,3.08981336472043
"APOBEC3B",0.772708477207031,8.5311490024468,4.48932113525548,9.90593138247391e-06,0.000131294928164216,3.01842651261269
"DYNLRB2",-0.935071009875374,7.38728718797773,-4.48859897740583,9.93760884242444e-06,0.000131515218839631,3.0154205849421
"SLC34A2",0.95149536592912,7.14967015428062,4.4822757102857,1.02191614942498e-05,0.000134629360590535,2.98911868410608
"ACADSB",-0.585859781052323,9.31749187997987,-4.43657241989594,1.24940580318243e-05,0.000159779428812547,2.79998788361397
"WT1",0.818869641878904,4.81861723791191,4.43289841234142,1.26966517591425e-05,0.000161896211372599,2.78485841341492
"ATP1A2",-0.669520079981877,5.82994002866076,-4.42228221685657,1.32999027902643e-05,0.000168015862456162,2.74120352811409
"SCN4B",-0.751317352255009,7.22297318557427,-4.42225272192287,1.33016164506767e-05,0.000168015862456162,2.74108237099542
"CASC1",-0.696152020120048,6.49011063982247,-4.41889831261349,1.34978947522973e-05,0.000169880924659858,2.72730804312567
"PSAT1",0.763900459369167,8.01608491397394,4.39580808895451,1.49262605609229e-05,0.000184795780112517,2.63274313646935
"VGLL1",0.743853390752005,4.765875831285,4.36245662763742,1.72474097324821e-05,0.000209669450672742,2.49692973511045
"CITED1",-1.17233476674607,6.28204149297603,-4.35169020566541,1.80678198670155e-05,0.000218729553192581,2.45328298770236
"BMX",-0.716482637897246,5.2175999888366,-4.34511832425682,1.85868209016799e-05,0.000224492735253741,2.42668789602196
"LCT",0.597324373155278,6.24101697817955,4.32633352236604,2.01501578447376e-05,0.000239556812677215,2.35086669954471
"YPEL4",-0.607616878791704,5.80526156898376,-4.3173635505879,2.09403126260572e-05,0.000248172538171366,2.3147642909535
"S100A8",1.20620937188679,7.32995575088993,4.30109567911459,2.24495335169939e-05,0.000262255485165391,2.24945952551531
"C1QTNF4",-0.74332343647642,4.53255626545224,-4.26860579738368,2.57807013190686e-05,0.00029570786036954,2.11969212312838
"LBP",1.03113369126587,5.89251768254605,4.24768058633412,2.81708141886913e-05,0.000318521652467474,2.03658015280956
"SYCE2",0.615954312307753,6.00913620891445,4.2354304940086,2.96667503658222e-05,0.000332423644734155,1.98809393587083
"AKR1B10",0.882929774417379,6.65100309775277,4.22172288414591,3.14305476318055e-05,0.000348185909461415,1.93398733008054
"EPHX2",-0.687223885257929,8.11507986727588,-4.21640277916023,3.21417040386039e-05,0.000354024859930877,1.913030123865
"PHYHIP",-0.68521218266044,4.736702543922,-4.18696304460715,3.6363048806657e-05,0.000391872979397589,1.79748772979024
"EN1",0.767661007664533,7.43036141789688,4.17988900309292,3.74535054554191e-05,0.00040114977731497,1.76983232017565
"CDH3",0.836463459717796,9.49128194999648,4.17959676881604,3.74992172174018e-05,0.000401393275472299,1.76869075536554
"CLDN3",0.625120785747567,10.4936833072614,4.16523049923575,3.98131818066844e-05,0.000421513013927861,1.71265960412383
"AFF3",-0.713759935305119,6.38701372832549,-4.15561556225679,4.14372227986552e-05,0.000434493904603666,1.67525628679898
"EFCAB12",-0.880060299457281,5.47493102638682,-4.14787911842448,4.27896205197616e-05,0.000446797298780464,1.64521691271828
"PLCXD3",-0.634930625868437,4.77876977522897,-4.1433225113607,4.36057303348234e-05,0.000454232858210513,1.62754787052351
"KMO",0.62651259357991,8.23588693205354,4.1413951118295,4.39553819369512e-05,0.000456100716726871,1.62007929373604
"LONRF2",-0.741915382443543,8.19730835594986,-4.13981925343895,4.42432435349472e-05,0.000458685591283082,1.61397524207155
"RBM34",0.654227909087994,4.82882809830904,4.13364572214203,4.53883572516037e-05,0.000466618187564572,1.59008232543085
"CASQ2",-0.76194769630374,5.79917768429355,-4.09058792779191,5.41966081745607e-05,0.000543178742513712,1.42433173327079
"GPR19",0.735306392956024,5.96938542154145,4.08515407509674,5.54174492837795e-05,0.000553825756028801,1.40352525853589
"ADGRD1",-0.65997371154211,6.31152625915302,-4.08482129052968,5.54930613054064e-05,0.000554257716859603,1.40225182102872
"S100P",1.15506346960927,9.75371797215538,4.07738708423382,5.72080050286039e-05,0.000567775626155903,1.37382837822638
"CLSTN2",-0.962403719688604,8.35834045618845,-4.07512038443811,5.77408469089872e-05,0.000571981430921962,1.3651713187006
"ACE2",0.614681794844832,5.42203543202246,4.06853694048002,5.93153459681343e-05,0.000585743232740157,1.34005221742103
"CHRDL1",-0.737681364078538,8.96808399321316,-4.05133367387652,6.36247717641114e-05,0.000620928010026403,1.27458625105433
"AGR3",-1.3113610443412,11.5709860798247,-4.03483951055377,6.80349025965448e-05,0.000659545900920666,1.21205397622257
"AGTR1",-0.910990801522407,8.31559955628862,-4.0241819564013,7.1037375076505e-05,0.000682967476726178,1.17177192249555
"SRARP",-0.746895703997176,7.95589833337519,-4.00479668943223,7.68241998879117e-05,0.000728974442065143,1.09874902821208
"GPC6",0.600190515655297,7.56918586336663,3.99337677290462,8.04399586919768e-05,0.000757931843791878,1.0558804127409
"HLF",-0.642096771839885,6.88247167033664,-3.97571406276159,8.63522131847715e-05,0.000805815604767507,0.98979568981477
"TRAIP",0.686888094504549,5.31428743614309,3.96390236054939,9.05336300703762e-05,0.000834141341613609,0.945750567142728
"GFRA1",-0.960860881709459,8.52625978237085,-3.96310165540343,9.08239304082237e-05,0.000834479942368914,0.942769086943741
"DKK1",0.925230163217778,8.06174616883521,3.96234374904031,9.10995273412688e-05,0.000835828594078059,0.939947474171846
"NMU",0.880864085123609,6.03065701400585,3.90423623337467,0.000114760223541541,0.00101249815406423,0.72507805747519
"DCDC1",-0.94799092699354,5.164287575828,-3.90341767055988,0.00011513182556406,0.00101475169565013,0.722071791732306
"FAM83B",0.645250363774651,6.17332091726812,3.90046384810599,0.000116482270541151,0.00102561934681621,0.711228308124006
"HIGD1B",-0.699899712077666,6.34986289472062,-3.87502456063559,0.000128750163824558,0.00110522683629051,0.618149946338821
"HIST1H2BJ",0.739829389548354,3.99573184892261,3.86418466286508,0.000134340915874281,0.00114144039854466,0.578657005770455
"CR2",-0.63256840279861,4.78050324222342,-3.85392363783933,0.000139844173637809,0.00117959337000429,0.54136596688702
"RARRES1",0.772653358652958,9.29757946976964,3.84047039450216,0.000147383174115663,0.00122953040526577,0.492610632186998
"CILP",-0.638851727984507,11.3752933847695,-3.83787550583555,0.000148880857627307,0.00124024783113564,0.483224497989946
"RAC3",0.662237650582492,6.68131261918146,3.82249880490446,0.000158055378911094,0.00130116372016866,0.427723296256409
"CCL19",-0.768694595766448,10.3278017008671,-3.81724818299152,0.000161308757203998,0.0013222028073954,0.408818114269952
"INSYN2A",-1.0057309223874,4.97806883920737,-3.81404085913667,0.000163327107905015,0.00133094991504513,0.397281628059829
"C16orf89",-0.882800632876065,7.11668785808882,-3.81039458535979,0.000165650675807609,0.00134405557625783,0.384177034720682
"CRTAM",-0.637361267277171,6.70195859338936,-3.8015265548017,0.000171432845048076,0.00138134703419965,0.352353414865765
"ANGPTL1",-0.678541335646123,5.21426274084128,-3.78337777419978,0.000183866001387733,0.00146197322632786,0.287436455630095
"DUSP4",-0.593634347046867,10.2545693372394,-3.77837407125933,0.000187440810632171,0.00148499025892671,0.269588523407554
"GJB2",0.704038144663803,9.47219843745349,3.76395287980037,0.000198114476360126,0.0015547447383356,0.218269876922594
"MARCO",0.782968255338131,5.25144526818366,3.75281577647639,0.000206747356440145,0.00161091417022876,0.178760832580076
"AGR2",-0.916004077197368,11.0321214198282,-3.75246673747933,0.00020702356572866,0.0016116286406925,0.177524344616049
"NELL2",-0.619273653646887,9.48330872003302,-3.74881306048034,0.000209935848905912,0.00162704939864125,0.164587337290413
"PGBD5",0.710681791348262,6.28805808011282,3.74766840342525,0.000210856158136,0.00163273325641746,0.160536689946559
"HTN3",-0.718469300220511,2.85632800761464,-3.73836820293109,0.00021847591424202,0.00167782650286304,0.127667697336976
"CALML5",1.16883446880614,8.33748900478607,3.71563370457306,0.000238210363031401,0.0018006476987432,0.0476342301192378
"S100A2",0.763804878504056,8.70963685328286,3.71029032278979,0.000243086535401441,0.00182959012793096,0.0288886558986556
"GRHL3",0.686547660965129,6.00563033939778,3.69190605312164,0.000260591583368641,0.0019396141328789,-0.035417531640026
"ECRG4",-0.88653204940192,7.60807675585306,-3.68259790935676,0.000269900908175342,0.0019936728085438,-0.0678645040427046
"MAP1LC3C",-0.616149676198675,5.29783355089527,-3.67916725504765,0.000273410300684022,0.00201527617833299,-0.0798043298133386
"ACTA1",0.677288466512254,6.76000649887154,3.65991639595531,0.000293913369257955,0.00214241702957118,-0.146613929043713
"PAX6",0.615800603729099,5.25353337006996,3.65321939253933,0.000301379053591917,0.0021863748700985,-0.169780101909131
"PGR",-0.957987611949715,8.12213699628471,-3.65128848708528,0.000303564501119754,0.00219766608788271,-0.176452208388313
"CHAD",-1.18295266601456,6.37991057851901,-3.64306733514003,0.000313037351325241,0.00225503071764974,-0.204823467259526
"CXCL14",-0.690116766736812,9.5589662763264,-3.64197198472477,0.000314320259604028,0.00226023717164739,-0.208599084739968
"GLYATL2",0.840693567822585,7.80399511999201,3.58346553165739,0.000390496502254009,0.00270368286545049,-0.408746579262734
"GATA3",-0.632054282008431,12.1125702312564,-3.53564590094586,0.000465295253855083,0.00313200549224079,-0.570111565715743
"ZYG11A",0.665847463132949,6.76558210326628,3.51855199053805,0.000495148105346284,0.00328887538110047,-0.627307566026455
"LCN2",0.741421100639004,7.93950793866696,3.51708239023169,0.000497796670333196,0.00329894159106624,-0.632212849754988
"CT83",0.734258321558116,5.61050193854165,3.50765704818426,0.000515101358801002,0.00337774235619171,-0.663627968761165
"ZNF385B",-0.857797695705707,6.18428731436476,-3.50600478223257,0.000518192305887108,0.00339037505301194,-0.669127006401364
"PPFIA4",0.782615215470486,5.0137407804674,3.48233795869518,0.000564416235202986,0.0036409849382426,-0.747630883533258
"DACH1",-0.676940786894635,8.30163936785278,-3.48189805280807,0.000565310858323659,0.00364540988706386,-0.749085403480183
"CCL18",0.715079703266988,8.42918942081383,3.47735966105907,0.000574618209576232,0.00368908691770937,-0.764081348945404
"PTPRT",-0.834123047270396,7.09462508757693,-3.4528181714668,0.00062748069410486,0.00396406885211971,-0.84485791443931
"SLC10A4",-0.651271075817355,3.74667110296131,-3.44267288169364,0.000650634020398592,0.00408649489611733,-0.878095223680374
"MSLN",0.740008729401501,5.8013445651287,3.43428480130351,0.000670377312327444,0.00418692215554098,-0.905507063266209
"ERICH3",-0.672310408508755,4.857599959837,-3.4321809969902,0.000675416135745718,0.00421236860954728,-0.912372446450063
"ALOX15",0.605988197996778,4.31778053554383,3.42127155641864,0.000702117446560324,0.00434785171001854,-0.947910703964242
"PHF21B",-0.635768889940137,3.9895841862792,-3.38854404351646,0.000788249600782928,0.00477625122305826,-1.05389129928336
"OGN",-0.622924608808477,8.5840072690598,-3.38734599897717,0.000791582151307781,0.00479220274830641,-1.05775290311548
"HOXC13",0.732325732639665,6.42450036505431,3.36441897759234,0.000857943695895058,0.00510992786348134,-1.13140743686345
"SAXO2",-0.654539603941932,5.09386003258761,-3.34678077381313,0.000912485524622506,0.00537250071777235,-1.18775395013803
"TEKT3",-0.685035959468433,4.36086430031923,-3.33023202177397,0.000966577574175131,0.00564154481899946,-1.24036890073855
"ADIRF",-0.626022472769312,11.3560783898884,-3.31836194286633,0.00100719801823301,0.00583249659493752,-1.27795858079688
"STC2",-0.69327927576415,9.68772985536813,-3.31833076115929,0.00100730678498635,0.00583249659493752,-1.27805716070497
"KRT16",0.999425848238172,5.442619922275,3.3156269629444,0.00101677970755449,0.00587760579459608,-1.2866018371645
"COL10A1",0.58581102514186,11.1088494361747,3.29793927603337,0.00108082191738447,0.00617829779934203,-1.34233881316609
"DUOX2",0.610297517041817,4.25150331254185,3.29428912784077,0.001094496218,0.0062401287311495,-1.35380638336242
"MMP13",0.778576354340115,7.98981501926991,3.29334324537173,0.00109806584207604,0.00625843791035114,-1.35677609965651
"PRAME",0.816450254276752,6.90017971095338,3.2854657957267,0.00112821705529555,0.00638868741873229,-1.38147736666663
"NAT1",-0.759548803683662,11.5851335382032,-3.27850357167362,0.00115550347315874,0.00651986116686372,-1.40326271452507
"PSCA",0.647326435255738,5.88102413323466,3.24331376759833,0.00130303954866775,0.00720569733323104,-1.51271254651498
"FGF10",-0.785368105785071,4.83815668611674,-3.23307983162286,0.00134911653696721,0.00742290292418273,-1.54433522794886
"S100A7",1.39479545871471,7.9417939455164,3.23148616289531,0.00135642623755776,0.00745373071528673,-1.54925120910874
"KRT6A",0.916730137356684,5.77498477009994,3.22284054984108,0.00139672483849616,0.00764391798361196,-1.57588069067224
"SLPI",0.632105345642563,9.67519131507222,3.20937805326913,0.00146168906796722,0.00793235362793392,-1.61721354663345
"ARHGAP36",-1.13771206950556,4.71946957465384,-3.19291165049008,0.00154495000465903,0.00830019258943933,-1.6675483716073
"CCL20",0.623993908231162,4.27407699236363,3.19100435966448,0.00155487254779998,0.00834215864174381,-1.6733629129252
"VTCN1",0.683104905379055,9.73811831695109,3.15032408547476,0.00178106262548594,0.00929035025518479,-1.79660304591645
"RBM24",-0.708906513266157,7.77840572711157,-3.10282424387486,0.00208345085568275,0.010552566830363,-1.93862060790062
"ANKRD30A",-1.22327902485305,9.81375022029844,-3.09710537121549,0.00212288739016609,0.0106995729425307,-1.95558217564102
"CES4A",-0.646142773755197,5.9959112988454,-3.09692166066782,0.00212416555779944,0.0107029270635127,-1.9561265528794
"FBXL22",-0.603931465790153,4.80909144218348,-3.08166791761814,0.00223280065934494,0.0111201023980376,-2.00122078719654
"KRT23",0.77634611296099,9.12384126920453,3.05881330212491,0.00240516765836286,0.011775749390118,-2.0683923182841
"IYD",0.715717147862852,4.18366773246159,3.05660351413759,0.00242246650482203,0.0118438475714347,-2.07486205193429
"LRP2",-0.68864174660431,8.70013513981687,-3.01970384281832,0.00272875485596598,0.0130489628708433,-2.18224313974504
"ATP6V1C2",0.602110348150543,6.03894113599601,3.00979943297333,0.00281681334969038,0.0133750781206146,-2.21085603922007
"NPY1R",-1.00906280727405,9.50174383893147,-2.999529125752,0.00291087162014723,0.0137358228882636,-2.24043212968245
"KRT81",0.84547527684308,7.5461843183936,2.96110280001456,0.00328890134986329,0.0151593186492775,-2.35024249380248
"FGB",0.690421270264257,5.77073020871567,2.93365186211118,0.00358591145763025,0.0162285718272909,-2.42786750095951
"BLACAT1",0.657932914060089,4.40882655564912,2.92062334082323,0.0037352818542769,0.0167332615746371,-2.46446937700587
"DNAJC12",-0.620322134302937,8.66187423780068,-2.89031827040142,0.0041049490327861,0.0180446287503121,-2.54900946637146
"GPAT2",-0.608831810596553,6.87557538838003,-2.88585560303731,0.00416211839006992,0.018218002043631,-2.56138797514812
"CAMP",0.628774815567971,6.02681153469244,2.87323273153428,0.00432777587199921,0.0187564722657344,-2.5963028255922
"PPP1R14C",0.708154363704558,6.45348025027763,2.85888772099944,0.00452330869600273,0.0194385435696117,-2.63580457404364
"RIBC2",0.607790250449682,5.56280802946028,2.8274630146885,0.00498003289031557,0.0210593547714652,-2.72168152410414
"FABP4",-0.674509434167607,8.96142647017703,-2.79931225294118,0.00542432951844959,0.0225024014148174,-2.79784438394827
"MUC15",0.751842851706435,4.99530566025125,2.79607623781017,0.00547764205337848,0.0226966150451776,-2.8065530266987
"CAPN8",-0.609376869354167,9.43631343495676,-2.72782952230409,0.00671850139518199,0.0267043232929315,-2.98797834843734
"MALRD1",-0.656890946859252,4.62150095774847,-2.70465075885967,0.00719446862453416,0.0281163696648741,-3.04862259811887
"RFX6",-0.647630378793572,4.39141171383367,-2.68804526831409,0.0075539262701019,0.0292463515098427,-3.09176465994853
"CCDC74B",-0.612791849064283,9.4647276076662,-2.68131621111659,0.00770413810067778,0.0297422294985061,-3.10917482866857
"CYP4X1",-0.671708035444878,10.0016975409684,-2.63630608915231,0.00877995384482517,0.0329133185447736,-3.22455615216143
"TIMP4",-0.601072217386559,6.30989713300275,-2.63065845410348,0.00892405549234357,0.0333392483737703,-3.23890154361922
"LEP",-0.665793114341151,5.78419603570997,-2.60626091822674,0.00957125316151397,0.035287198452384,-3.30053424617771
"NXPH1",-0.789998931377002,5.05780394561495,-2.59778298116549,0.00980580444999343,0.0359114461083722,-3.32182220287667
"GJB6",0.62766077941829,2.71689765874619,2.56260961144282,0.0108348118339309,0.0388955161073941,-3.4094311735547
"HSD17B2",0.780316200131555,5.06749936636503,2.56165363661858,0.0108640777224229,0.0389621379045381,-3.41179629190839
"PROM1",0.644516973802526,9.74821369677242,2.55605351070598,0.0110369401878585,0.0394121643789249,-3.42563419821742
"CLIC6",-0.588689211428974,8.54447371120292,-2.53441629891678,0.0117281208755468,0.0412915837175567,-3.47882641034594
"PIP",-0.784358147976421,11.8660182511488,-2.50965381953015,0.012566250731172,0.04355552262358,-3.53916838204194
"COL17A1",-0.616623131393834,5.01713487391491,-2.47927546361851,0.0136669434808589,0.0464489952659773,-3.61241687204569
"SCGB3A1",-0.776158422093864,7.08453037330611,-2.45179017359557,0.0147356677207587,0.0492947873255331,-3.67794957479218
