"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLDN1",1.12196488060042,8.29788505733037,7.7595060849994,2.10967552602464e-14,1.35335404132391e-13,21.8731530789208
"SYTL2",-0.908716491129898,10.310516937414,-7.75866348131865,2.12293079453691e-14,1.36133946197205e-13,21.8670162229719
"HIST1H3B",0.666612705777335,1.11250447024197,7.75787462852749,2.13541483908537e-14,1.36845989427958e-13,21.861271380458
"PCK1",-1.55022741044644,3.29566185388128,-7.7578593375723,2.13565754031655e-14,1.36845989427958e-13,21.8611600287575
"PADI2",1.19581686734226,9.52494019165345,7.7564889705241,2.15751900057177e-14,1.38141829706313e-13,21.8511815390935
"SLC30A3",0.797861269712195,1.88023606652816,7.74499458740508,2.34978295682897e-14,1.49996554000456e-13,21.7675452758611
"CYB5R2",0.845944620689381,7.55488970249753,7.74374890606848,2.37160661125222e-14,1.51275134261606e-13,21.7584879550869
"DPY19L3",-0.635355533677792,8.65410383981607,-7.73762411929727,2.48184787512199e-14,1.5818731826883e-13,21.7139735371484
"ANKRD44",-0.818525419520115,5.85085980492166,-7.7353125973701,2.52475256463587e-14,1.60861171146898e-13,21.6971817052626
"NPTX2",1.01667145508768,4.9359686088034,7.73499060326144,2.53078685802807e-14,1.61123897171172e-13,21.6948429622326
"CDYL2",-0.826702381290598,6.53900659730175,-7.73328709286833,2.56294847995614e-14,1.63109909865888e-13,21.6824712731837
"RGS18",-0.746712648104286,4.65140806876752,-7.73222350070222,2.58323249904628e-14,1.64338800816354e-13,21.6747481935909
"SERP2",-0.897230597040745,4.96019095729363,-7.73144695865474,2.59814191441664e-14,1.65224975062732e-13,21.6691100701761
"EFNA5",1.10667863667727,7.89594945586319,7.73028070273724,2.62069312701441e-14,1.6653349505312e-13,21.6606433516655
"LOXHD1",-0.596161607399592,2.40480211518607,-7.72739737621547,2.67727726079281e-14,1.6987314147205e-13,21.6397159986124
"POPDC3",1.07255773347149,2.07974729168756,7.72645191871154,2.69609219544815e-14,1.7093832660238e-13,21.6328553185469
"FMN1",-0.97531229817752,5.90988234914621,-7.72488614131514,2.72753857466838e-14,1.72867110341158e-13,21.6214949443153
"MS4A7",-0.891586939065531,9.39295449322943,-7.72462119619153,2.73289523713478e-14,1.73141540850031e-13,21.6195728577081
"CCND1",-0.916112330947582,12.8586177414245,-7.71866610254012,2.85606699009667e-14,1.80673555093699e-13,21.576386095591
"EBLN2",-0.614107203086631,3.52084488408769,-7.70221907565058,3.22536829138206e-14,2.03348920501527e-13,21.4572644606801
"DKKL1",0.895444255359865,2.47232832836627,7.69926885998587,3.29641716096066e-14,2.07750655529153e-13,21.4359206290637
"RNASE1",0.658608279769178,10.699355908249,7.69104395147406,3.50273492672349e-14,2.20442638130365e-13,21.3764544364383
"TNFSF9",0.773725742495055,4.01160040563967,7.69050972105445,3.51656722693748e-14,2.2121188467848e-13,21.3725938935497
"PABPC1L",-0.76035845302567,7.79590373249176,-7.68963401497144,3.5393574783165e-14,2.22562505114869e-13,21.3662662381379
"MFAP4",-1.15804024279365,9.24531132024869,-7.68950867229208,3.54263140006603e-14,2.22685346858418e-13,21.3653605923888
"INA",1.22151210908185,1.80898413594508,7.68928515852395,3.54847693117542e-14,2.22905696234066e-13,21.3637456578604
"EPHA2",0.586039311574305,8.03883084460849,7.68859673075606,3.56654106183052e-14,2.23937881637274e-13,21.358771882418
"PRR18",0.833996162036094,1.14450435264596,7.68607025492677,3.63361445950606e-14,2.27894785643621e-13,21.3405219025515
"OTUD7A",-0.718030003358602,3.19315492322577,-7.68514200768221,3.65856855219314e-14,2.29289329738897e-13,21.3338180519499
"ADAMTS19",-1.46573002618532,3.2544637880484,-7.6836958272229,3.69778295737175e-14,2.31656489104788e-13,21.3233750917108
"GFRA3",1.24904825781479,2.34689214185788,7.68302082000043,3.71622776670347e-14,2.32557258944171e-13,21.3185014188889
"WDR78",-0.68663775654896,6.78762339234117,-7.68157566245914,3.7560224082613e-14,2.3487325886291e-13,21.308068400408
"CCDC106",-0.605404098097562,8.25033141634339,-7.6689865663874,4.12091328878595e-14,2.5673883492935e-13,21.2172576746837
"LIN7A",-1.36653080117818,4.68866814347066,-7.66189051670297,4.34174918408264e-14,2.69799557809704e-13,21.1661289908731
"FOXD1",1.3477675501717,3.65534210616114,7.66117060784562,4.36479420415331e-14,2.71031863965558e-13,21.1609442283271
"NEIL3",0.817419892373465,5.56067144575831,7.65990398745699,4.40563278445317e-14,2.73467047882969e-13,21.1518231153226
"FSD1L",-0.646782266117002,6.21596043946105,-7.65954485896807,4.41728017574233e-14,2.73887610896671e-13,21.1492372238074
"TDO2",1.07980870683651,5.33983443861158,7.6570249065677,4.49986550144534e-14,2.78803202358103e-13,21.1310954268482
"BHLHE40",-0.611288802447813,12.9265591361338,-7.65257898962347,4.64929339260255e-14,2.87744341527493e-13,21.0991010334487
"NLRC3",-0.590600696289544,6.79433380536728,-7.65163575965007,4.68161825177288e-14,2.89638634688737e-13,21.0923153383378
"SPRR2E",0.842903575350812,0.412354235018693,7.65131628628809,4.69261682332583e-14,2.9021262458889e-13,21.0900171819582
"COTL1",0.619118003586143,11.019633527165,7.64649264398288,4.86180695964393e-14,3.00455750730652e-13,21.0553282953102
"FGF10",-1.46772441377706,2.83305889072783,-7.64581393427963,4.88608988424533e-14,3.01845809149441e-13,21.0504489612476
"FADS6",0.844005293153959,0.866464689906713,7.64309695378131,4.9844999346691e-14,3.07629390001341e-13,21.0309200809757
"ZNF582",-0.657772127056108,5.42437032708267,-7.64250008924878,5.00637867251704e-14,3.08824346422823e-13,21.0266308151272
"GPR3",0.688967970306225,3.78100883794603,7.64244882675361,5.00826216039628e-14,3.08827573437233e-13,21.0262624397663
"HPGDS",-0.780491661505552,5.29832991936407,-7.63758661987506,5.19011771574313e-14,3.19457428014627e-13,20.9913323085735
"ANKRD55",-0.738805581252516,2.02626875118145,-7.63550970790423,5.26976580879642e-14,3.24241519027186e-13,20.9764177775044
"GPRIN1",0.657700092057187,7.38488002077537,7.63260048408936,5.38335969351463e-14,3.30989286296479e-13,20.9555323848669
"FRMD1",-0.792134451036123,1.51319952242708,-7.62712006577359,5.60393590973592e-14,3.43799123745712e-13,20.9162075334549
"ZNF827",-0.711358131295301,7.79124579566563,-7.62627750301208,5.63862751345888e-14,3.4567594698104e-13,20.9101639339505
"PGPEP1L",0.650672344519535,0.588673198208071,7.62403424358678,5.73202558845992e-14,3.50636966084064e-13,20.8940762021529
"BTBD8",-0.819071264544137,2.91926441984129,-7.62200030188179,5.81802443539534e-14,3.5576860805998e-13,20.8794932472317
"CXCL12",-0.734021655198948,10.8806614325,-7.6189760325744,5.94825003675432e-14,3.63599988654808e-13,20.8578162367375
"MID1",0.916241053479478,7.33062797338065,7.61488623668643,6.12893232315226e-14,3.743732112639e-13,20.8285140320583
"SLC45A1",-0.699660254199381,5.38389009838705,-7.61410242646197,6.1641720726027e-14,3.76389435207981e-13,20.8228998558624
"KLK8",1.65343744497771,3.01522023904148,7.6103887308554,6.33386861600246e-14,3.8633162462525e-13,20.7963068544432
"EPGN",0.712696764380036,0.747730388771601,7.6095882049845,6.37104668688244e-14,3.88318403954725e-13,20.7905759667189
"C14orf180",-1.31050889401838,2.25544717940862,-7.60554608032248,6.56207772144611e-14,3.99528667047613e-13,20.7616469731077
"SH2D5",0.704003968804724,1.64923165254995,7.60181252564594,6.74352988627925e-14,4.1042811812378e-13,20.7349385225883
"EBF4",-0.844489490806015,8.1104931426308,-7.59363785432874,7.15824665265406e-14,4.34414644825515e-13,20.6765007237274
"FAM171A2",0.832388711906518,5.37991970564364,7.58835914712081,7.43928331370226e-14,4.51145318538614e-13,20.6387948607678
"MIF",0.648762857425801,12.0330883826403,7.58531367425423,7.60633550147771e-14,4.60778908880824e-13,20.6170516287654
"MCC",-0.659779292838126,9.15289416390413,-7.58487371380246,7.63077179686872e-14,4.61927373848496e-13,20.6139111618826
"PHGR1",-1.50466017809052,2.35452276231247,-7.58435111508765,7.65989842754357e-14,4.63208139668883e-13,20.6101810282441
"SPRR2A",0.995647477363474,0.549018205785622,7.58415484798446,7.67086546883858e-14,4.63688695813486e-13,20.6087801988384
"TYMS",0.642814445083886,9.14045134906739,7.58011520624336,7.90005773040058e-14,4.76912265831638e-13,20.5799549786791
"MMP9",1.17459827315469,9.98661485970366,7.58009785218791,7.90105672474676e-14,4.76912265831638e-13,20.5798311767718
"C10orf82",-1.87365214313771,4.26605177423245,-7.58005083515065,7.90376390749734e-14,4.76912265831638e-13,20.5794957637092
"CDH15",0.784744685711058,1.96669939074007,7.57615816999962,8.13109504201267e-14,4.90453926622116e-13,20.551732450823
"EPO",1.11529038136192,1.88464762738509,7.57607326786533,8.13612436893151e-14,4.90581828680836e-13,20.5511270522687
"PSAPL1",0.869459650190254,0.581811238053188,7.57519751706212,8.18818004136198e-14,4.93544161535275e-13,20.5448828235247
"TGM5",1.21982414665772,2.60996061243508,7.56992050720311,8.50886375663825e-14,5.12141282140272e-13,20.5072705898972
"TIMP4",-1.34935338497034,4.74959741166855,-7.55961399002974,9.17125189042844e-14,5.50634258213156e-13,20.4338775205494
"CDC14A",-0.798115706259693,7.18812910452492,-7.55704178948374,9.34432539529429e-14,5.60825792852805e-13,20.4155746765935
"PGLYRP3",0.609164908449226,0.336653738517308,7.54994953400367,9.83836338846518e-14,5.89571457993699e-13,20.3651375055988
"GALNT3",1.12689522732969,9.01821961129262,7.5499160338623,9.84075691818715e-14,5.89571457993699e-13,20.3648993666371
"MACROD2",-0.818024212096532,6.06037921013969,-7.54822250204138,9.96250678231329e-14,5.96553633942507e-13,20.3528619602993
"NOXO1",0.927562050662782,3.584694297519,7.54819669533728,9.9643734765256e-14,5.96553633942507e-13,20.3526785481766
"BAIAP2L2",1.00542153478041,3.45116134668158,7.54427040095072,1.02524245263209e-13,6.13363389983692e-13,20.3247802931926
"BOP1",0.808198896523051,8.13466758633975,7.54342948125191,1.03151757978528e-13,6.16898722804212e-13,20.3188068263715
"FANK1",-0.825241847777719,6.87389500129373,-7.54295932732873,1.03504243238794e-13,6.18568058902287e-13,20.3154673500821
"SFXN5",-0.665080999123568,8.88054725903953,-7.54154368632704,1.04572756792405e-13,6.24511169725182e-13,20.3054132534679
"ICAM1",0.701075286673419,10.1358805023717,7.54111618916032,1.04897557086433e-13,6.26007537247944e-13,20.3023774344916
"CHI3L1",1.38088851730966,9.1480309077794,7.53610487378546,1.08779856097282e-13,6.48258753738752e-13,20.2668016264635
"PPFIA4",0.988012395060828,5.40397714697068,7.53587299420164,1.08962877839333e-13,6.49120075860241e-13,20.2651560012813
"ATP6V1G2",-0.75217467870575,4.89852142699119,-7.53456165444341,1.10003631713586e-13,6.55088717814134e-13,20.2558504093262
"RAB3C",-0.872258262777973,1.70171898999099,-7.53450270170426,1.10050649074072e-13,6.55137379680274e-13,20.2554320999814
"FAM111B",0.772969914668961,8.51038380591491,7.53245571444876,1.11695534288124e-13,6.64460382987377e-13,20.2409091576268
"NMNAT3",-0.879744006748923,7.14938388352372,-7.53051184820534,1.13279944982174e-13,6.73173457408163e-13,20.2271210933275
"ZNF280A",0.659197142395739,0.567323360473518,7.52508004214087,1.17825521774682e-13,6.98708658484535e-13,20.1886094939778
"SLC6A4",-1.87650186219832,4.17174279233341,-7.5235341370867,1.19151701420577e-13,7.06324585046758e-13,20.177653529274
"SLC26A1",-0.683874145074864,5.41637463737633,-7.52130519177935,1.2108973683929e-13,7.17560931761993e-13,20.1618603315557
"DOC2A",-1.16464811139783,5.03784010123094,-7.52090881040356,1.21437619124435e-13,7.19369668610323e-13,20.1590522073034
"NTSR1",0.926828496410251,1.71776669273551,7.5163619021876,1.25499234911767e-13,7.42647226942792e-13,20.1268495303307
"CCKBR",1.1698994568793,1.21894903821432,7.51498231352318,1.26757806782405e-13,7.49568867947146e-13,20.1170822707023
"GLYATL2",1.70347297477709,5.96895714495328,7.51456320836494,1.27142602379733e-13,7.51317445386895e-13,20.1141153921473
"PLXNB3",0.754542273109472,8.41441307560359,7.51439652946046,1.2729595562648e-13,7.51960172203355e-13,20.1129355000185
"IGLON5",0.798360246011808,2.23000085902687,7.51338182210824,1.28233474225986e-13,7.5723303320072e-13,20.1057530597226
"RBMS3",-0.780767600893982,4.88367913290805,-7.50826386336444,1.33066672016667e-13,7.84674623622756e-13,20.0695396110493
"GPRIN3",-0.853235296290023,6.8431041591208,-7.50395621304508,1.37273248720326e-13,8.0891451420975e-13,20.039076771402
"THRB",-0.735709345738671,8.64565871208553,-7.49961005037744,1.41650010605907e-13,8.33831563304932e-13,20.0083573873908
"GPR87",1.24460878492333,3.86238969243209,7.49896010501562,1.42316228372235e-13,8.37460987961529e-13,20.003764832888
"NUSAP1",0.648291176987589,9.50610725657605,7.48520085323139,1.57166148577809e-13,9.21950294179044e-13,19.9066244611152
"SPHK1",0.734042405333081,8.49825378308983,7.48504741745564,1.57340057983933e-13,9.22344798551807e-13,19.9055421016874
"EMB",-0.777195595915719,9.31946949813484,-7.48427930553217,1.58213513427219e-13,9.27126790809609e-13,19.9001240204614
"ARL9",0.988209755611883,3.17962383483844,7.48371108288775,1.58862734394136e-13,9.30607855351547e-13,19.8961162307111
"PTPN13",-0.79532557434357,9.59667516300661,-7.47681695269877,1.66951549015672e-13,9.76296072867307e-13,19.8475121736439
"HAPLN1",1.39323082984757,4.46469846693902,7.47373142220792,1.70701781242591e-13,9.97189310930478e-13,19.8257719437068
"DCDC2",-1.4908068727757,5.73889513820597,-7.47046846187938,1.74757852095025e-13,1.02017693858865e-12,19.8027902851
"ATOH7",0.591215637471402,0.892191296363235,7.46810847047803,1.77750426956934e-13,1.0372875261691e-12,19.7861739962217
"DMRTA2",0.804131001084841,0.812045913575741,7.46681327834478,1.79414160168386e-13,1.04663431727424e-12,19.7770567665975
"STON2",-0.862529139916439,7.54720696173766,-7.46554577552248,1.81057157002098e-13,1.05548874968558e-12,19.7681358174357
"TUBA3E",-1.46065567470733,3.73549741915174,-7.46424961043079,1.82752616560847e-13,1.06426894968877e-12,19.759014536225
"CGNL1",-0.770278200094713,9.36550213086345,-7.46359082193196,1.83620328417573e-13,1.06895299922761e-12,19.7543790986864
"DOK1",-0.587025403240208,8.29706255275942,-7.46174816630049,1.86068934657654e-13,1.0824603597797e-12,19.7414155503605
"ARHGEF4",0.955496800760673,5.84625716931136,7.4602787568756,1.88044554882545e-13,1.0931993857615e-12,19.7310799327647
"TPSAB1",-1.1922471813955,7.85795784319589,-7.45426877109734,1.96342070831532e-13,1.13947316743764e-12,19.6888254751814
"TMEM8B",-0.742193334329907,5.57196327509224,-7.45343621779557,1.97519559384823e-13,1.14591240764536e-12,19.6829744350814
"CXXC5",-0.685829622790072,9.46246880000649,-7.45286245058569,1.9833508544709e-13,1.15024801102654e-12,19.6789424386108
"PTCH2",-0.787306258034347,4.55386899201335,-7.446584020514,2.07478301255476e-13,1.20244726827271e-12,19.6348405650014
"SHPRH",-0.681801501080967,8.08854911648422,-7.44232864511591,2.13909871741121e-13,1.23887018781388e-12,19.6049682172645
"TGM1",0.908653140132072,3.83119651143981,7.43890469544604,2.19226890303936e-13,1.26748766025913e-12,19.5809434835348
"RNF180",-0.687335334206881,6.34313725695877,-7.43855178013314,2.19782265497362e-13,1.2702631623074e-12,19.5784677541457
"NKAIN1",-1.63366184965312,8.03393834031007,-7.43275150088257,2.2911088174045e-13,1.32327226731257e-12,19.5377933724412
"SLC27A2",-1.33442153949661,7.06365119478101,-7.43110389008419,2.31831053236224e-13,1.33806663683399e-12,19.5262446969616
"ZP1",0.820350785935471,1.39205164345334,7.42294771753753,2.45771717862265e-13,1.41707351170841e-12,19.4691089742102
"DHDH",0.857012495060609,3.21035168088409,7.42023237855004,2.50593318607413e-13,1.44388668203417e-12,19.4500998979408
"CXXC4",-0.867097480558515,3.34270149491109,-7.41911937145537,2.52596455297137e-13,1.45493142711278e-12,19.4423099475574
"EPHA10",-0.880575683554,6.74350205735887,-7.41729449805091,2.55914913013554e-13,1.47354216728357e-12,19.4295398979111
"CAMKV",0.873529503818313,0.967453413282461,7.412922757658,2.64040178301176e-13,1.51825353121355e-12,19.398958881499
"CIDEA",-1.60047188337162,3.2973680104474,-7.41082279719432,2.68032849592329e-13,1.53963692383332e-12,19.3842750603123
"WT1",1.4682954339652,4.04035680960502,7.41008226550339,2.69454945422743e-13,1.54727873835702e-12,19.3790978339076
"PLA1A",-0.866392342567798,5.45437806587238,-7.40046925459251,2.88602981359803e-13,1.65329119586721e-12,19.3119330874834
"GPM6A",-1.32267807290687,3.06844965357293,-7.39697085425137,2.9589851505042e-13,1.69393362400724e-12,19.2875096248712
"PPP1R3C",-1.13053724143429,7.92255228460001,-7.39245341147475,3.0558804328722e-13,1.74643929177871e-12,19.2559871897954
"CWH43",1.37568974206335,2.22579817128641,7.3922414976302,3.06050164306208e-13,1.74848781200007e-12,19.2545088914374
"COLQ",-0.590550457017221,5.45973871605135,-7.38863766409038,3.14015121901211e-13,1.79338470398372e-12,19.2293745718807
"PLSCR4",-0.620822124526426,8.32613092530391,-7.38832197480094,3.14722472947044e-13,1.79620795473837e-12,19.2271733737111
"TMC3",-1.17851073663681,2.04464613927183,-7.38415199744151,3.24214344941106e-13,1.84782915600242e-12,19.1981053878594
"MDH1B",-0.785550503971712,4.91273103151532,-7.3841083772441,3.24315108317056e-13,1.84782915600242e-12,19.1978013988088
"LRRN4",0.874447914225077,1.61584797458281,7.37949086045965,3.35157707493575e-13,1.90767287778574e-12,19.1656310301754
"SCN11A",-0.687590870364009,2.68541379444767,-7.3771077355628,3.4089232887412e-13,1.93835102038504e-12,19.1490347828169
"C2orf73",-0.722853475493378,1.73377858090479,-7.37297733945981,3.5106093329088e-13,1.99482568731492e-12,19.1202817887417
"LY6K",1.4089719977972,5.5570697143221,7.37204514207218,3.53396847178423e-13,2.00674674332125e-12,19.1137944627481
"KLHDC9",-0.960478405541578,7.10210614187747,-7.36837427642744,3.62744905719927e-13,2.05775070130056e-12,19.0882554051552
"SLC25A37",0.585065770348098,8.55178354616399,7.36280837791272,3.77384535551364e-13,2.13792079008188e-12,19.0495539059454
"CCDC141",-0.673029950418022,2.57973275034923,-7.3590283874045,3.87656544102531e-13,2.1939018846608e-12,19.023285345439
"LEF1",-0.685253940075049,8.49550068224333,-7.35722449792159,3.92655000185792e-13,2.22069972439081e-12,19.0107537068526
"EMX1",-1.39287825074016,3.06060915285381,-7.35602851218782,3.96003883838130e-13,2.23820981123082e-12,19.0024466995428
"PRICKLE2",-0.644257410625251,9.04524632201867,-7.35602402954441,3.96016488390914e-13,2.23820981123082e-12,19.0024155665385
"MYOM3",-0.746653972540603,3.98020532134077,-7.35385670233481,4.02157145767978e-13,2.27063283005589e-12,18.9873649648665
"RASL11B",-0.745115417296384,6.88024820708031,-7.35172157216299,4.08298116728682e-13,2.30376304403788e-12,18.9725418362348
"FBN3",1.42011439512166,2.87599765082409,7.35154834329826,4.08800375737404e-13,2.30582553070613e-12,18.9713393650588
"ZNF737",-0.7267576870301,8.46268486338662,-7.35128448958071,4.09566559856162e-13,2.30937480172991e-12,18.9695078686904
"GLDN",-0.941293819323533,5.11462904789983,-7.34968683195657,4.14236128880382e-13,2.33414377332698e-12,18.9584192544777
"DUOXA2",0.716210136428923,1.27396154600872,7.34333555033921,4.33322776451971e-13,2.43924853967373e-12,18.9143592660818
"DUOXA1",1.09183578653489,3.48306119598253,7.3414366752267,4.39195311169862e-13,2.46983291859944e-12,18.9011930571174
"ATP2A3",-0.814108492696771,10.3926439434231,-7.33662811777824,4.54418752604836e-13,2.55034018724811e-12,18.8678656707096
"ABCA3",-0.650606366578348,10.7422818088438,-7.33401462298796,4.62909273838819e-13,2.59626368583029e-12,18.8497601454573
"GGT1",0.981615769270205,8.084738495802,7.33340864387829,4.64900102656252e-13,2.60656257689418e-12,18.8455629260738
"KANK3",-0.6233404878489,6.17821017496649,-7.33232214374562,4.68490694738392e-13,2.6258210590771e-12,18.838038231819
"KRT80",0.875138828676484,8.80909448468767,7.3305253301532,4.7448861278519e-13,2.65767202079782e-12,18.8255963658124
"S100A12",0.682432447259378,0.859778181441433,7.3261524901749,4.89402829619964e-13,2.73825778732775e-12,18.7953284752052
"SPTBN2",0.894784203539775,9.68328742490909,7.32611707501569,4.89525480509526e-13,2.73825778732775e-12,18.7950834049542
"C9orf129",-0.624422278372648,6.36255375998683,-7.32479228505588,4.94135311652334e-13,2.76129623294122e-12,18.7859167209465
"GSTM3",-1.06470999784643,10.4522335891369,-7.31691180296845,5.22452186226301e-13,2.91567045688503e-12,18.7314196498863
"MAGI2",-0.704205760070006,7.35253900752053,-7.31441264864829,5.31761217787724e-13,2.96664007211047e-12,18.7141478681126
"GPD1",-1.58895995448108,6.35861258781436,-7.31396249752822,5.33455221687753e-13,2.9751065852394e-12,18.7110374136505
"S100P",1.64701748563296,8.11124625300402,7.31212408446358,5.40428777160971e-13,3.01101134021136e-12,18.6983361292812
"GRM7",-0.673691978124486,1.22675368194349,-7.30763858855908,5.57821727334138e-13,3.10483941633341e-12,18.667358622019
"CCNJL",0.835803789271121,6.03902684235304,7.30695480862326,5.60521054280971e-13,3.11883456959702e-12,18.6626378337033
"P2RY6",0.720668121281576,6.26260398184513,7.30601541252124,5.64250418787378e-13,3.13854990529325e-12,18.6561529284477
"TGFA",0.876418972028591,6.91120198579243,7.30567938245489,5.65590360219935e-13,3.14496585067893e-12,18.6538334037651
"NHSL2",-0.839066603712076,5.50416121435576,-7.30414211210551,5.71760328429276e-13,3.17822608403419e-12,18.6432232632505
"JPH4",-0.624231524138629,3.54133886156493,-7.30296411210933,5.76533076107483e-13,3.20264503575517e-12,18.63509413973
"RSPH1",-0.938166699994945,6.59177748580771,-7.29953898159556,5.9063386962447e-13,3.2777361669025e-12,18.6114647396813
"FAM13C",-0.756282254286695,5.66206069104567,-7.29905813611701,5.92640395462838e-13,3.2877895623292e-12,18.6081482640052
"SLC26A3",-1.50843674281487,2.75867394323022,-7.29346491965474,6.16478540225962e-13,3.41666466674691e-12,18.5695852778984
"IL4I1",0.828957977636787,7.24573049028557,7.28997280606429,6.31837270877584e-13,3.49948623098537e-12,18.5455220128227
"TSHZ2",-0.893904869541164,6.02473545386614,-7.2878786467794,6.41227430089302e-13,3.54916331094719e-12,18.5310966580881
"THEMIS",-1.00373407253691,4.39935753017981,-7.28730482167423,6.43824307976657e-13,3.562367767069e-12,18.5271445851065
"AKR7A3",-1.53092812920072,7.67252315273167,-7.2858494615219,6.50457080409835e-13,3.5978873929524e-12,18.5171224191242
"TMPRSS6",-1.56347634491402,5.24717484292558,-7.28376945484893,6.60053431711465e-13,3.64618444998816e-12,18.5028018191541
"MAGEB4",0.87816890227454,0.800907716860586,7.28032544405977,6.76249685175789e-13,3.73320816382641e-12,18.4790982863481
"HIF1A",0.597039644058603,11.0299169385229,7.27876443082885,6.83718787470192e-13,3.77197165544154e-12,18.4683578706963
"CACNA2D1",-1.18982831696182,5.03024252570899,-7.27689842464968,6.92753687772378e-13,3.81931707887583e-12,18.4555216921624
"REL",-0.763946684310707,6.6842889961252,-7.27665023257875,6.93964203352208e-13,3.82474061749509e-12,18.4538146120311
"BUB1B",0.678844402685781,8.37901697775322,7.27644953257809,6.94944604765744e-13,3.82889276686516e-12,18.4524342234891
"ENPP1",-0.818694990398747,10.3798595819169,-7.27401845032969,7.0692891144879e-13,3.89110838498167e-12,18.4357162717545
"EBF1",-0.636075961815791,7.34113691678426,-7.27093909246083,7.22400984507059e-13,3.97108624632059e-12,18.414547493355
"STOX1",-0.814746872431973,6.70083576214951,-7.26967130684888,7.28867215961405e-13,4.00402136716257e-12,18.4058345513993
"LRRC6",-0.851405538517336,6.6812466472792,-7.26949857651065,7.29752604940117e-13,4.00757983794044e-12,18.4046475561846
"SLC12A2",-0.785044872995822,10.9660115820623,-7.2661719992596,7.47011863707763e-13,4.09835884236546e-12,18.3817924085974
"SLC45A3",0.619941444926427,7.05688513968374,7.2598151019808,7.81116689864133e-13,4.27712109563591e-12,18.338143685305
"IQGAP3",0.739374126003868,9.11321808354121,7.25848976810134,7.88417603986718e-13,4.31569714093995e-12,18.3290477955256
"RSPH4A",-0.815531013472267,3.72095016918824,-7.25668547839087,7.98464885051184e-13,4.36644302412069e-12,18.3166671864076
"RIMS4",-1.63827929691148,7.35726126573602,-7.25533071756265,8.06091572480702e-13,4.40529305569898e-12,18.3073729565685
"TLR3",-0.719278446638635,6.95642208537702,-7.25311102315221,8.18742504259905e-13,4.47153249169148e-12,18.2921482895423
"GJB5",1.25886668049136,3.61502619672836,7.25150363746082,8.2802528035166e-13,4.51637980372922e-12,18.2811260023512
"CCL19",-1.61268482928942,6.74168240478492,-7.24377819020766,8.74103775404495e-13,4.75847649199381e-12,18.2281811237258
"SEMA5A",-0.73324899888358,9.20153096058146,-7.23696822099793,9.16805749147274e-13,4.97808401782639e-12,18.1815523808821
"DENND5B",-0.592723977427173,7.76964545677064,-7.23603587493414,9.22809368674176e-13,5.00906984315738e-12,18.1751715558876
"GNA14",-0.913181100915052,6.04903920316182,-7.23224282516508,9.47634736561056e-13,5.14051458092706e-12,18.1492201623141
"STC2",-1.34294980769583,11.7972863523066,-7.23119450551964,9.54610963211977e-13,5.17502857427515e-12,18.1420498984399
"MAGEB1",0.793489785833926,0.608585568025066,7.23075599645791,9.57544049906573e-13,5.18926105452261e-12,18.1390508752261
"TTC25",-0.717340426428678,4.53699167787437,-7.22770047966802,9.78229043216272e-13,5.2945548183063e-12,18.1181583211213
"RAMP3",-0.830069068588976,8.30291309487266,-7.22316818127368,1.00972273460478e-12,5.45625566136162e-12,18.0871826823838
"KRT6B",1.98768788884752,6.95103674256767,7.22151450427161,1.021460071009e-12,5.51438031292152e-12,18.0758851089678
"GDAP1",-0.833796023939072,8.35344577724696,-7.21849938928675,1.04320665224401e-12,5.62817664430429e-12,18.0552924681234
"CENPF",0.689158256137381,10.8140222194013,7.21760672439333,1.04973187028626e-12,5.65975958835607e-12,18.0491972275024
"KIF14",0.843161458840193,7.32364682984357,7.21715042475209,1.0530828141536e-12,5.67419861364233e-12,18.0460818117737
"DNAH9",-0.949849339482312,2.6685146927647,-7.21231244877278,1.08926467148643e-12,5.85759950332758e-12,18.0130611159155
"TH",1.0604895419578,1.62303966476126,7.20780529704984,1.12407022616613e-12,6.0354805362279e-12,17.9823163297788
"S100A4",0.623140530553135,10.1816480611862,7.202470383403,1.16668242261056e-12,6.25432265013576e-12,17.9459474606703
"CENPI",0.822493608829571,5.67795530696011,7.20079311693149,1.18040456037667e-12,6.3238636946482e-12,17.9345183041265
"MISP3",-0.765860716447262,7.54992480175387,-7.19990660985033,1.18772124190501e-12,6.3570037273018e-12,17.9284784740035
"RLBP1",0.781028233548454,0.574654363316129,7.19899290202753,1.19530906154716e-12,6.39558607962972e-12,17.9222540240863
"DUSP5",-0.629354702651586,9.95521867489858,-7.19889142469676,1.19615470613974e-12,6.39808091311345e-12,17.921562774156
"BAG2",0.592086931827398,7.14096741556081,7.19693187495583,1.212600065492e-12,6.48193347211494e-12,17.9082163052113
"NEFL",-1.05899200329692,2.66477450634128,-7.19671094670452,1.21446806788075e-12,6.48986183929305e-12,17.9067117708454
"ITM2C",0.682113790124092,9.81792360318964,7.1887717864999,1.28350521376799e-12,6.84143976934173e-12,17.8526732247613
"TNNT3",-1.19206061309497,2.53832636549494,-7.18437116989458,1.32341839305688e-12,7.04973190110685e-12,17.8227432060082
"AKR1B10",1.44688994887581,2.74855325516078,7.1811114927814,1.35376725617418e-12,7.20457077165587e-12,17.8005837289884
"ROPN1",1.596418648639,2.89011477198416,7.17280669816409,1.43421300708909e-12,7.62184989466915e-12,17.7441681897147
