Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM519127	0.0270373136105952	0	0.0214941259508981	0.0948316537350415	0	0.0689605432863522	0.0749448397629096	0.110052180784899	0	0.149712500184052	0	0	0	0.155059550325188	0.171217691706961	0.0694295868828165	0.0306911148737591	0	0.0165812126163364	0.00998768628019209	0	0	0	0.544025109498708	0.84128453422682
GSM519128	0.00812991221106597	0.00894972397786928	0.0329397840664419	0	0	0.098927105285392	0	0.153103977990976	0.0142202328724466	0.0836078255315155	0.0290098801596527	0	0	0.22072576604269	0.149865449379418	0.0831016235254725	0.0192892007664362	0	0	0.0881570522001386	0	0.00997246599048468	0.001	0.384167298855927	0.925983936742878
GSM519129	0.00250749273727458	0	0.00659195764931712	0.0622133709283182	0	0	0.0291012042098534	0.136502651023225	0.0501242048104003	0.00415176399197653	0.0114516090259829	0	0.00430521463062755	0.0310287509678336	0.0671456981928645	0.227493858815559	0	0.272048117561581	0.00243313269995084	0.00459163941336306	0.0454278586997821	0.0428814746420891	0.001	0.410310858454493	0.913385543627045
GSM519130	0.0439854627056944	0	0.291512405707968	0	0	0.0784774290237867	0.0534440411373967	0.085416767588204	0	0.0894334960484624	0.0539607275768992	0	0	0.0775498874519771	0.168160523730067	0.0452222336629341	0.000883319967302804	0.00910987967291769	0.000123543125585064	0	0	0.00272028260080451	0	0.574561804849265	0.817842126598484
GSM519131	0	0.0316278631085298	0.0281653976292181	0.0151999555477031	0	0.170246167689493	0	0.0671199492379573	0	0.0654429812749681	0	0	0	0.116192473825204	0.11032162708081	0.0944220190703766	0.112818139650452	0	0.161464528784485	0.0269788971008031	0	0	0	0.51417693762032	0.864444282259272
GSM519132	0.0354998618246378	0.0202202372551437	0.0312109683852384	0.0336558889472371	0	0.0482708505165764	0	0.145129858043435	0.0171491426740074	0.0545361981217279	0.00361870359507069	0	0	0.255541781465845	0.113772052784624	0.123160325799186	0.0229298251762689	0	0.0291717551227147	0.0661325502882864	0	0	0	0.446065394735273	0.894151315659681
GSM519133	0.0689891772817012	0	0.294652346061093	0	0	0.0303753766129357	0	0.100345897886566	0.0341058609857118	0.0926106633264758	0	0.0116484974700729	0	0.0903548967589816	0.142164628485793	0.075977032047486	0.0269673984196947	0	0.0311649620747937	0	0	0.00064326258869519	0	0.536951797443355	0.843427453645399
GSM519134	0.0411238702474449	0	0.0406421628610113	0.0650213516697257	0	0	0.00444809092188418	0.113035483619848	0.00317527012472383	0	0.0343497145869033	0	0	0.428586338510166	0.114144604534463	0.0763547024509951	0.0330085074903102	0	0.0388895284438587	0.00574149871067118	0	0.00147887582799508	0	0.567671094885968	0.824381204888884
GSM519135	0.0251389686995966	0	0.0548631064022248	0.0123547209592238	0	0.0449831078598827	0.00570740268819737	0.0874070839344668	0.0184987170770026	0.0266564250931694	0.0307191642534785	0	0	0.469712546316553	0.0639450626424251	0.0654693409190513	0.0495852129756915	0	0	0.0270267052700158	0	0.0179324349090204	0	0.580589713222176	0.815234546417098
GSM519136	0.10613313281102	0	0.0543038992967051	0.0405937051684267	0	0.208288620999468	0.00834207873615189	0.0267931401190894	0	0.100364890444815	0.0149853685999596	0	0	0.0983055701973672	0.200837094514736	0.065427762441853	0.00724742925213679	0	0.0627357734736461	0	0	0.00564153394462437	0	0.60459588080888	0.805874785569354
GSM519137	0	0.0204225316963936	0.0244635830503313	0.0133797947841042	0	0.0487412438187229	0.0740871525867277	0.121338387799005	0	0.0745991843923754	0.0519649449574029	0.0768029578717804	0	0.124133459340055	0.188515588352029	0.0434779128695578	0.0783918992657054	0	0	0.0415126127384106	0	0.0181687464773987	0.001	0.436773508452883	0.900437090582618
GSM519138	0.0327084711103609	0	0.0281634551237581	0.0266845430426502	0	0.16713277184487	0	0.00530271441838436	0.00332328324986515	0.0496644075588438	0	0.00426939166382484	0	0.222775327612209	0.0705923531383444	0.20083717205117	0	0	0.106867897237227	0.0655261438809406	0	0.0161520680675511	0	0.586072384568713	0.823066576478372
GSM519139	0	0.123336822273313	0.0348370757074404	0	0	0.118287931467336	0	0.0524098055716855	0.0195436709999635	0.111859743531118	0	0	0	0.245402207426336	0.0963778262338331	0.0549402730304487	0.00729094014181742	0	0.0914912082677806	0.0308393842975753	0	0.013383111051352	0.00700000000000001	0.282701682627013	0.96874878971736
GSM519140	0.0760301699297184	0	0.0355884584937042	0.0354617713465428	0.0215346675764667	0.119550704887314	0.0226183921350897	0.109383518884269	0	0.21379898287805	0.0126507994313821	0	0	0.049074621327858	0.158407604995884	0.0752891316957899	0.035234463541086	0	0.0139211408812915	0.0214555719955527	0	0	0	0.619490817744971	0.796825672026551
